source,source_key,entity_type,release_window,window_start,window_end,entity_id,num_docs,inferred_log_docs,log_doc_rate
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Hudi,198,62,0.313131
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache InLong,62,2,0.032258
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache IoTDB,52,33,0.634615
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Jena,18,18,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Knox,12,9,0.750000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Liminal (Retired),3,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache MADlib,16,15,0.937500
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Marvin,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Maven Resource Bundles (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache MetaModel (Retired),5,5,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Nemo,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Nemo (Retired),8,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache NiFi,146,75,0.513699
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache NiFi MiNiFi ,3,3,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache NiFi MiNiFi C++,32,12,0.375000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache NuttX,5,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Ozone,202,90,0.445545
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache PLC4X,17,11,0.647059
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Roller,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache S4 (Retired),17,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Science Data Analytics Platform,7,1,0.142857
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Sedona,4,2,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache ServiceComb,19,7,0.368421
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Storm,38,12,0.315789
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Submarine,23,6,0.260870
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Tez,21,19,0.904762
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Tomcat Maven Plugin,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Unomi,47,1,0.021277
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache Wayang,4,1,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Apache YuniKorn,161,16,0.099379
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,AppFormer,17,7,0.411765
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Aries,6,3,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Artemis,42,10,0.238095
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Artifactory Binary Repository,71,71,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlas,37,32,0.864865
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlas SQL,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Browser DevTools,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Cache,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Cloud,45,4,0.088889
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Connect,3,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Connect Express (Node.js),1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Connect JavaScript API,4,1,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Connect Spring Boot,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Connect in Jira Cloud,30,6,0.200000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Gadgets,3,2,0.666667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Guard,47,3,0.063830
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Intelligence,17,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Internationalization,44,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Marketplace,4,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Maven Plugin Suite,18,6,0.333333
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Plugin SDK,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Plugins,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Plugins Webresources,47,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Product Integrations,16,1,0.062500
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian REST,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian Troubleshooting & Support Tools Plugin,9,4,0.444444
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Atlassian User Interface,45,3,0.066667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Automation Analytics,5,5,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Automation Hub,19,19,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Automation for Cloud,28,3,0.107143
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Automation for Jira Server,51,5,0.098039
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Avalon,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Axiom,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Axis2,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bahir,3,3,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bahir (Retired),2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bamboo,12,12,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bamboo Artifactory Plug,4,4,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bamboo Data Center,74,16,0.216216
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,BatchEE,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Batik,4,3,0.750000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Beam,542,165,0.304428
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bedrock Dedicated Server,35,35,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bigtop,10,9,0.900000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bitbucket Cloud,271,12,0.044280
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bitbucket Data Center,92,11,0.119565
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Bitbucket Server,8,8,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Blockchain Explorer,4,4,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,BxMS Documentation,17,3,0.176471
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Byteman,4,4,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,C Driver,106,14,0.132075
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,C# Driver,296,31,0.104730
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,C++ Driver,61,3,0.049180
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CXF,111,99,0.891892
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CaRT,6,6,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Calcite,66,37,0.560606
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Camel,156,77,0.493590
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CarbonData,13,13,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cassandra,49,49,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Causeway,43,2,0.046512
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cayenne,4,1,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CentOS Stream Pipeline,304,8,0.026316
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Clair,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Clerezza (Retired),3,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Client,34,3,0.088235
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cloud Enablement,29,2,0.068966
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cloud Infrastructure Security & Compliance,62,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cloud Native Runtimes (CNR) Documentation,21,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CloudStack,4,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cockpit,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Coin,25,4,0.160000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Comdev GSOC,12,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commerce,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons BeanUtils,4,1,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons CSV,6,1,0.166667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Collections,10,1,0.100000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Compress,8,6,0.750000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Configuration,8,2,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Crypto,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons DBCP,7,2,0.285714
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Daemon,3,2,0.666667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Exec,5,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons FileUpload,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons IO,15,6,0.400000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Imaging,21,7,0.333333
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons JCS,12,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons JEXL,3,2,0.666667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Lang,14,3,0.214286
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Logging,5,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Math,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Net,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Numbers,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Pool,3,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons RNG,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons Text,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Commons VFS,6,3,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Community Development,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Community Support ,158,158,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Compass,128,10,0.078125
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Confluence Cloud,378,34,0.089947
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Confluence Copy Space Plugin,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Confluence Data Center,244,33,0.135246
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Confluence Server and Data Center,11,11,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Container Tools,48,3,0.062500
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Content Gateway,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Continuous Productization DevOps,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Core Server,2683,538,0.200522
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,CoreOS OCP,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Cost Management,55,30,0.545455
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Crowd Data Center,24,4,0.166667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Crucible,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Crunch (Retired),1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,DAOS,297,297,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Daffodil,16,10,0.625000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Dashboard,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Data Foundation Bugs,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Database as a Service,3,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Debezium,322,131,0.406832
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Derby,7,7,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Derby (Retired),3,3,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Dev ,72,72,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Directory ApacheDS,6,5,0.833333
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Directory Client API,4,2,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Directory Kerberos,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Directory Studio,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Distributed Tracing,141,3,0.021277
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Docs for Red Hat Developers,367,9,0.024523
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Documentation,12,12,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Drivers,48,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Drools,232,49,0.211207
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,EAP Documentation,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,EJB Client Library (AS7+),2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,ENTSBT,7,3,0.428571
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Elytron Web,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Empire,10,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Evergreen,58,58,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,FOP,8,4,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,FORTRESS,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric,25,25,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric CA,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric Chaincode Node,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric Contract API Go,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric Gateway,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric Gateway Java,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric SDK Go,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric SDK Java,3,3,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fabric SDK Node,5,5,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fast Datapath Product,5,1,0.200000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fedora,33,16,0.484848
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Felix,14,10,0.714286
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fidelis AI,23,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fineract Cloud Native,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,FishEye,12,4,0.333333
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Flink,648,441,0.680556
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Flume,7,2,0.285714
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Forge,73,7,0.095890
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,FtpServer,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fuse Tooling,44,30,0.681818
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Fuse/AMQ Documentation,2,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Geode,228,92,0.403509
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Go Driver,123,12,0.097561
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Griffin,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Griffin (Retired),1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Groovy,131,87,0.664122
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Guacamole,41,26,0.634146
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,HAL,8,2,0.250000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,HBase,124,83,0.669355
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hadoop Common,130,55,0.423077
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hadoop HDFS,148,86,0.581081
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hadoop Map/Reduce,13,7,0.538462
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hadoop YARN,122,99,0.811475
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Helm,2,2,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hive,307,88,0.286645
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hivemall,3,3,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hot Rod Native client,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,HttpComponents HttpClient,9,6,0.666667
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,HttpComponents HttpCore,8,6,0.750000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Hybrid Cloud Console,83,4,0.048193
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,IMPALA,124,86,0.693548
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Identity,21,5,0.238095
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Ignite,212,118,0.556604
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Infinispan,83,83,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Infinispan ProtoStream,6,6,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Infrastructure,37,37,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Insight Core ,6,6,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Insights Rule Analysis Tool,13,1,0.076923
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Iroha,6,6,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,IronJacamar,7,3,0.428571
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Isis,4,4,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Ivy,4,2,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBeret,3,1,0.333333
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss A,1,1,1.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Core Services,22,3,0.136364
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Enterprise Application Platform,510,127,0.249020
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Log Manager,4,2,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Remoting (3+),2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Server Migration Tool,10,3,0.300000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Transaction Manager,35,12,0.342857
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Web Server,17,2,0.117647
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JBoss Web Services,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JDO,6,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JGroups,10,8,0.800000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JIRA Calendar Plugin,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,JIRA Service Desk Ecosystem,2,1,0.500000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Jackrabbit Content Repository,23,2,0.086957
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Jackrabbit FileVault,7,4,0.571429
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Jackrabbit Oak,35,21,0.600000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,James Mailbox,1,0,0.000000
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,James Server,18,5,0.277778
JIRA,jira,project,2021-01_to_2021-04,2021-01,2021-04,Java Driver,167,23,0.137725
