project,case_id,group_logs
HPC,90,"switch_module error 1127420184 1 link errors remain current
switch_module error 1127419543 1 link errors remain current
switch_module error 1127419222 1 link errors remain current
switch_module error 1127418777 1 link errors remain current
switch_module error 1127418369 1 link errors remain current
switch_module error 1127418060 1 link errors remain current
switch_module error 1127417685 1 link errors remain current
switch_module error 1127417289 1 link errors remain current
switch_module error 1127416952 1 link errors remain current
switch_module error 1127416244 1 link errors remain current
switch_module error 1127415936 1 link errors remain current
switch_module error 1127415556 1 link errors remain current
switch_module error 1127415137 1 link errors remain current
switch_module error 1127414778 1 link errors remain current
switch_module error 1127414361 1 link errors remain current
switch_module error 1127413930 1 link errors remain current
switch_module error 1127413605 1 link errors remain current
switch_module error 1127412734 1 link errors remain current
switch_module error 1127412316 1 link errors remain current
switch_module error 1127411965 1 link errors remain current"
HPC,94,"unix.hw net.niff.up 1074177979 1 NIFF : node node-4 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074177979 1 NIFF : node node-4 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074177999 1 NIFF : node node-5 has detected an available network connection on network 5.5.224.0 via interface alt0
unix.hw net.niff.up 1074177999 1 NIFF : node node-5 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178018 1 NIFF : node node-7 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178018 1 NIFF : node node-7 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178057 1 NIFF : node node-6 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178057 1 NIFF : node node-6 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178119 1 NIFF : node node-9 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178119 1 NIFF : node node-9 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178133 1 NIFF : node node-10 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178133 1 NIFF : node node-10 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178134 1 NIFF : node node-8 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178134 1 NIFF : node node-8 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178151 1 NIFF : node node-11 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178151 1 NIFF : node node-11 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178259 1 NIFF : node node-12 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178259 1 NIFF : node node-12 has detected an available network connection on network 10.128.0.0 via interface ee0
unix.hw net.niff.up 1074178260 1 NIFF : node node-14 has detected an available network connection on network 5.5.226.0 via interface alt0
unix.hw net.niff.up 1074178260 1 NIFF : node node-14 has detected an available network connection on network 10.128.0.0 via interface ee0"
bgl,3,"RAS KERNEL INFO ciod : Message code 0 is not 51 or 4294967295
RAS KERNEL INFO ciod : cpu 0 at treeaddr 8717 sent unrecognized message 0xffffffff
RAS KERNEL INFO generating core.3869
RAS KERNEL INFO ciod : for node 15 , read continuation request but ioState is 0
RAS KERNEL INFO ciod : Message code 0 is not 51 or 4294967295
RAS KERNEL INFO generating core.3863
RAS KERNEL INFO ciod : Message code 0 is not 51 or 4294967295
RAS KERNEL INFO ciod : cpu 0 at treeaddr 13331 sent unrecognized message 0xffffffff
RAS KERNEL INFO ciod : Message code 0 is not 51 or 4294967295
RAS KERNEL INFO generating core.3991
RAS KERNEL INFO ciod : Message code 0 is not 51 or 4294967295
RAS KERNEL INFO generating core.3871
RAS KERNEL INFO generating core.3999
RAS KERNEL INFO ciod : for node 15 , read continuation request but ioState is 0
RAS KERNEL INFO generating core.3988
RAS KERNEL INFO ciod : cpu 0 at treeaddr 8716 sent unrecognized message 0xffffffff
RAS KERNEL INFO generating core.3860
RAS KERNEL INFO ciod : for node 9 , read continuation request but ioState is 0
RAS KERNEL INFO generating core.3989
RAS KERNEL INFO ciod : cpu 0 at treeaddr 13330 sent unrecognized message 0xffffffff"
bgl,10,"RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL data store interrupt caused by icbi.........0
RAS KERNEL FATAL program interrupt : illegal instruction......0"
bgl,22,"RAS KERNEL INFO 1 torus receiver z- input pipe error ( s ) ( dcr 0x02f1 ) detected and corrected
RAS KERNEL INFO CE sym 2 , at 0x02b1c1a0 , mask 0x04
RAS KERNEL INFO total of 1 ddr error ( s ) detected and corrected
RAS KERNEL INFO 1 tree receiver 2 in re-synch state event ( s ) ( dcr 0x019a ) detected
RAS KERNEL INFO CE sym 2 , at 0x02b1c1a0 , mask 0x04
RAS KERNEL INFO total of 3 ddr error ( s ) detected and corrected
RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R33-M1-L0-U22-C bit 3
RAS LINKCARD INFO MidplaneSwitchController performing bit sparing on R27-M1-L3-U18-C bit 3
RAS APP FATAL ciod : LOGIN chdir ( /p/gb2/draeger/benchmark/dat32k_061605 ) failed : No such file or directory
RAS APP FATAL ciod : LOGIN chdir ( /p/gb2/draeger/benchmark/dat32k_061605 ) failed : No such file or directory
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50197
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50205
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50160
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50163
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50046
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50047
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50344
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50345
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50294
RAS APP FATAL ciod : failed to read message prefix on control stream ( CioStream socket to 172.16.96.116 : 50295"
bgl,24,"RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 2016000 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 2016000 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions
RAS KERNEL INFO 1969920 double-hummer alignment exceptions"
bgl,29,"NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY ERROR Node card status : no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY WARNING Node card is not fully functional
NULL DISCOVERY SEVERE Can not get assembly information for node card
NULL DISCOVERY SEVERE Can not get assembly information for node card"
bgl,30,"NULL DISCOVERY WARNING Node card VPD check : U11 node in processor card slot J15 do not match. VPD ecid 04D38092472FFFFF07041B308ED7 , found 074F04E7E17BFFFF060B1C3046ED
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE NodeCard power module U70 is not accessible
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional
NULL HARDWARE SEVERE LinkCard power module U58 is not accessible
NULL HARDWARE SEVERE LinkCard is not fully functional"
bgl,39,"RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )
RAS MMCS ERROR idoproxydb hit ASSERT condition : ASSERT expression = 0 Source file = idotransportmgr.cpp Source line = 1043 Function = int IdoTransportMgr : : SendPacket ( IdoUdpMgr* , BglCtlPavTrace* )"
bgl,43,"RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem
RAS KERNEL FATAL Error : unable to mount filesystem"
bgl,46,"RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error
RAS APP FATAL ciod : Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts : invalid or missing program image , Exec format error"
bgl,56,"RAS KERNEL FATAL Lustre mount FAILED : bglio473 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio106 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio650 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio396 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio817 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio359 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio14 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio173 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio240 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio365 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio188 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio827 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio46 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio99 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio474 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio643 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio148 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio467 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio231 : point /p/gb1
RAS KERNEL FATAL Lustre mount FAILED : bglio100 : point /p/gb1"
